# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3846456	3846863	+	BAE52305.1			FOG: CheY-like receiver			amb3501	408	135	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3846888	3847529	+							amb3502	642		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3846888	3847529	+	BAE52306.1			Chemotaxis protein			amb3502	642	213	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3847536	3851090	+							amb3503	3555		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3847536	3851090	+	BAE52307.1			hypothetical protein			amb3503	3555	1184	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3851102	3851731	+							amb3504	630		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3851102	3851731	+	BAE52308.1			hypothetical protein			amb3504	630	209	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3851742	3852866	+							amb3505	1125		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3851742	3852866	+	BAE52309.1			Uncharacterized protein involved in response to NO			amb3505	1125	374	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3852863	3853810	+							amb3506	948		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3852863	3853810	+	BAE52310.1			tRNA delta(2)-isopentenylpyrophosphate transferase			amb3506	948	315	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3853913	3855679	+							amb3507	1767		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3853913	3855679	+	BAE52311.1			Thiamine pyrophosphate-requiring enzyme			amb3507	1767	588	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3855693	3856208	+							amb3508	516		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3855693	3856208	+	BAE52312.1			Acetolactate synthase			amb3508	516	171	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3856224	3857282	+							amb3509	1059		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3856224	3857282	+	BAE52313.1			Ketol-acid reductoisomerase			amb3509	1059	352	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3857339	3858058	+							amb3510	720		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3857339	3858058	+	BAE52314.1			Uncharacterized conserved protein			amb3510	720	239	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3858024	3859253	-							amb3511	1230		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3858024	3859253	-	BAE52315.1			hypothetical protein			amb3511	1230	409	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3859519	3861153	+							amb3512	1635		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3859519	3861153	+	BAE52316.1			Isopropylmalate/homocitrate/citramalate synthase			amb3512	1635	544	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3861214	3862254	+							amb3513	1041		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3861214	3862254	+	BAE52317.1			Actin-like ATPase involved in cell morphogenesis			amb3513	1041	346	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3862446	3863333	+							amb3514	888		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3862446	3863333	+	BAE52318.1			Cell shape-determining protein			amb3514	888	295	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3863330	3863845	+							amb3515	516		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3863330	3863845	+	BAE52319.1			hypothetical protein			amb3515	516	171	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3863858	3865741	+							amb3516	1884		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3863858	3865741	+	BAE52320.1			Cell division protein FtsI/penicillin-binding protein 2			amb3516	1884	627	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3865741	3866904	+							amb3517	1164		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3865741	3866904	+	BAE52321.1			Bacterial cell division membrane protein			amb3517	1164	387	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867230	3867559	-							amb3518	330		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867230	3867559	-	BAE52322.1			hypothetical protein			amb3518	330	109	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867647	3867976	-							amb3519	330		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867647	3867976	-	BAE52323.1			Anti-anti-sigma regulatory factor			amb3519	330	109	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867991	3870690	-							amb3520	2700		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3867991	3870690	-	BAE52324.1			Serine phosphatase RsbU, regulator of sigma subunit			amb3520	2700	899	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3870669	3871562	-							amb3521	894		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3870669	3871562	-	BAE52325.1			Methionyl-tRNA formyltransferase			amb3521	894	297	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3871580	3872602	-							amb3522	1023		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3871580	3872602	-	BAE52326.1			ABC-type uncharacterized transport system, periplasmic component			amb3522	1023	340	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3872599	3874698	-							amb3523	2100		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3872599	3874698	-	BAE52327.1			Permease of the major facilitator superfamily			amb3523	2100	699	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3874703	3875119	-							amb3524	417		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3874703	3875119	-	BAE52328.1			hypothetical protein			amb3524	417	138	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3875080	3875607	-							amb3525	528		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3875080	3875607	-	BAE52329.1			hypothetical protein			amb3525	528	175	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3875727	3876581	+							amb3526	855		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3875727	3876581	+	BAE52330.1			Glutamate racemase			amb3526	855	284	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3876656	3877672	+							amb3527	1017		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3876656	3877672	+	BAE52331.1			Glycosyltransferase			amb3527	1017	338	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878067	3878309	-							amb3528	243		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878067	3878309	-	BAE52332.1			hypothetical protein			amb3528	243	80	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878240	3878809	-							amb3529	570		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878240	3878809	-	BAE52333.1			Micrococcal nuclease homolog			amb3529	570	189	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878828	3879289	-							amb3530	462		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3878828	3879289	-	BAE52334.1			hypothetical protein			amb3530	462	153	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3879419	3879649	-							amb3531	231		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3879419	3879649	-	BAE52335.1			Uncharacterized conserved protein			amb3531	231	76	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3879924	3882560	+							amb3532	2637		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3879924	3882560	+	BAE52336.1			Alanyl-tRNA synthetase			amb3532	2637	878	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3882738	3883019	-							amb3533	282		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3882738	3883019	-	BAE52337.1			hypothetical protein			amb3533	282	93	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3883497	3883802	-							amb3534	306		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3883497	3883802	-	BAE52338.1			hypothetical protein			amb3534	306	101	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3883836	3886031	-							amb3535	2196		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3883836	3886031	-	BAE52339.1			Sulfate permease and related transporters			amb3535	2196	731	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3886158	3887981	-							amb3536	1824		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3886158	3887981	-	BAE52340.1			Signal transduction histidine kinase			amb3536	1824	607	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3888646	3889911	+							amb3537	1266		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3888646	3889911	+	BAE52341.1			Serine phosphatase RsbU, regulator of sigma subunit			amb3537	1266	421	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3889914	3890687	+							amb3538	774		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3889914	3890687	+	BAE52342.1			hypothetical protein			amb3538	774	257	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3891231	3892940	+							amb3539	1710		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3891231	3892940	+	BAE52343.1			Methyl-accepting chemotaxis protein			amb3539	1710	569	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3893028	3893297	+							amb3540	270		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3893028	3893297	+	BAE52344.1			hypothetical protein			amb3540	270	89	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3893402	3896296	+							amb3541	2895		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3893402	3896296	+	BAE52345.1			Anaerobic dehydrogenase			amb3541	2895	964	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3896299	3897036	+							amb3542	738		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3896299	3897036	+	BAE52346.1			Fe-S-cluster-containing hydrogenase components 1			amb3542	738	245	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3897051	3897992	+							amb3543	942		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3897051	3897992	+	BAE52347.1			DMSO reductase anchor subunit			amb3543	942	313	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898038	3898238	-							amb3544	201		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898038	3898238	-	BAE52348.1			hypothetical protein			amb3544	201	66	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898253	3898444	-							amb3545	192		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898253	3898444	-	BAE52349.1			hypothetical protein			amb3545	192	63	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898750	3899178	+							amb3546	429		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3898750	3899178	+	BAE52350.1			hypothetical protein			amb3546	429	142	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3899226	3901508	+							amb3547	2283		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3899226	3901508	+	BAE52351.1			Outer membrane receptor protein			amb3547	2283	760	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3901518	3902705	+							amb3548	1188		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3901518	3902705	+	BAE52352.1			hypothetical protein			amb3548	1188	395	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3902709	3903374	+							amb3549	666		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3902709	3903374	+	BAE52353.1			Periplasmic protein TonB, links inner and outer membranes			amb3549	666	221	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3903371	3904171	+							amb3550	801		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3903371	3904171	+	BAE52354.1			Biopolymer transport protein			amb3550	801	266	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3904171	3904605	+							amb3551	435		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3904171	3904605	+	BAE52355.1			Biopolymer transport protein			amb3551	435	144	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3904616	3905032	+							amb3552	417		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3904616	3905032	+	BAE52356.1			Biopolymer transport protein			amb3552	417	138	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3905168	3906073	-							amb3553	906		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3905168	3906073	-	BAE52357.1			Predicted permease			amb3553	906	301	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3906268	3909228	+							amb3554	2961		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3906268	3909228	+	BAE52358.1			Methyl-accepting chemotaxis protein			amb3554	2961	986	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3909256	3909681	+							amb3555	426		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3909256	3909681	+	BAE52359.1			hypothetical protein			amb3555	426	141	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3909768	3910238	-							amb3556	471		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3909768	3910238	-	BAE52360.1			Ribosomal protein S9			amb3556	471	156	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3910243	3910794	-							amb3557	552		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3910243	3910794	-	BAE52361.1			Ribosomal protein L13			amb3557	552	183	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3910858	3912588	-							amb3558	1731		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3910858	3912588	-	BAE52362.1			C4-dicarboxylate transport sensor protein dctB			amb3558	1731	576	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3912663	3914543	-							amb3559	1881		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3912663	3914543	-	BAE52363.1			ATPase components of ABC transporters with duplicated ATPase domains			amb3559	1881	626	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3914551	3914793	-							amb3560	243		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3914551	3914793	-	BAE52364.1			hypothetical protein			amb3560	243	80	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3914831	3915151	+							amb3561	321		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3914831	3915151	+	BAE52365.1			Nucleoside diphosphate kinase			amb3561	321	106	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3915460	3915825	+							amb3562	366		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3915460	3915825	+	BAE52366.1			Predicted transcriptional regulator			amb3562	366	121	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3915876	3917558	-							amb3563	1683		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3915876	3917558	-	BAE52367.1			C4-dicarboxylate transport sensor protein dctB			amb3563	1683	560	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3917747	3919792	+							amb3564	2046		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3917747	3919792	+	BAE52368.1			Signal transduction histidine kinase			amb3564	2046	681	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3919793	3920665	-							amb3565	873		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3919793	3920665	-	BAE52369.1			ABC-type sulfate transport system, permease component			amb3565	873	290	
gene	protein_coding	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3920662	3921498	-							amb3566	837		
CDS	with_protein	GCA_000009985.1	Primary Assembly	chromosome		AP007255.1	3920662	3921498	-	BAE52370.1			ABC-type sulfate transport system, permease component			amb3566	837	278	
